category,headline,authors,link,short_description,date
HEALTHY LIVING,Meditation Myth Number 1: 'I'm Not the Type',"Dean Sluyter, ContributorMeditation teacher, author",https://www.huffingtonpost.com/entry/meditation-myth-1-im-not-_b_6766612.html,"Meditation is, in fact, resting in inner silence, and as that silence gradually percolates into the rest of your day, it becomes the state of unshakable happiness and peace that sometimes goes by names like nirvana or enlightenment.",2015-03-02
HEALTHY LIVING,A Case for Electroconvulsive Therapy (ECT),"Risa Sugarman, ContributorMommy, wife, social worker",https://www.huffingtonpost.com/entry/electroconvulsive-therapy_b_6717610.html,"For me, the benefits of ECT have greatly outweighed my initial fears. I never imagined the positive results I would have in response to this treatment.",2015-03-02
HEALTHY LIVING,9 Simple Rules Good Sleepers Swear By,Lindsay Holmes,https://www.huffingtonpost.com/entry/sleep-habits_n_6736454.html,,2015-03-01
HEALTHY LIVING,What Everyone Should Know About Life With A Brain Injury,"Amy Zellmer, ContributorAward winning author,speaker, & traumatic Brain Injury survivo...",https://www.huffingtonpost.com/entry/traumatic-brain-injury_b_6752704.html,A TBI changes you. Literally and figuratively. My personality is different. My energy levels and sleep patterns are foreign to me. The confused woman in the kitchen staring at the oven is someone I am just now starting to understand.,2015-03-01
HEALTHY LIVING,Acknowledge and Move On,"Barry Kibrick, ContributorHost and Producer of Between the Lines with Barry Kibrick seen...",https://www.huffingtonpost.com/entry/acknowledge-and-move-on_b_6778572.html,,2015-03-01
HEALTHY LIVING,"Dallas Ebola Nurse Slams Hospital, Claims They Used Her For PR",,https://www.huffingtonpost.com/entry/nina-pham-hospital_n_6779476.html,,2015-03-01
HEALTHY LIVING,5 Fears Successful People Kick To The Curb,"Susan Pearse, ContributorAuthor, mind gardener and attention activist   www.mindgardene...",https://www.huffingtonpost.com/entry/the-5-fears-successful-people-kick-to-the-curb_b_6732154.html,"Learning and growth is at its peak when you are out of your comfort zone.  If you don't learn to fail, you'll fail to learn.  And learning is a precursor to success in any form.",2015-03-01
HEALTHY LIVING,7 Flaws That Make You Absolutely Amazing,"Alexandra Harra, ContributorAlexandra Harra is a certified life coach, professional writer...",https://www.huffingtonpost.com/entry/7-flaws-that-make-you-absolutely-amazing_b_6568220.html,"Be simple in your intentions. It's a lot of fun to live a fast-paced, flamboyant life, but remember to slow things once in a while. Living simply reminds us of our true reasons and roots us in purpose.",2015-03-01
HEALTHY LIVING,9 Great Yoga YouTube Channels,"Kayla Matthews, ContributorHuffington Post blogger",https://www.huffingtonpost.com/entry/9-great-yoga-youtube-channels_b_6737360.html,"Variety is the spice of life, as well as the proper seasoning for viewers who want their personal yoga routines to reflect their days. If a day is particularly hard, a tough yoga workout with tons of activity may be beneficial. If a day has been stressful, calming yoga poses may be a nicer fit.",2015-03-01
HEALTHY LIVING,Improve Your Sleep To Improve Your Health,"B. Gail Demko, DMD, ContributorImmediate past president of the American Academy of Dental Sle...",https://www.huffingtonpost.com/entry/sleep-health_b_6606344.html,"Despite the important role sleep plays, a recent Gallup Poll reveals that 43 percent of Americans report their sleep needs are not being met. Fortunately, there are several ways to start sleeping more soundly.",2015-02-28
HEALTHY LIVING,How To Beat A Bad Mood,Lindsay Holmes,https://www.huffingtonpost.com/entry/beat-bad-mood_n_6753266.html,,2015-02-28
HEALTHY LIVING,A Test For Chronic Fatigue Syndrome,Meredith Melnick,https://www.huffingtonpost.com/entry/chronic-fatigue-syndrome-test_n_6774090.html,,2015-02-28
HEALTHY LIVING,Top-Line Questions From Moms About MMR,"Vivek H. Murthy, ContributorSurgeon General of the United States",https://www.huffingtonpost.com/entry/top-line-questions-from-moms-about-mmr_b_6776020.html,"Measles is a serious and highly contagious disease, but, fortunately, we can prevent it with immunizations. I understand that some parents are concerned about vaccines. The evidence about the MMR vaccine's safety and benefits is strong and consistent. Here are some answers to the most commonly asked questions I get...",2015-02-28
HEALTHY LIVING,"Increasing Our Ability to Cope With Stress Can Make Us Healthier, Part 4: Early Life Events That Increase the Response of the Brain to Stress","Bruce Rabin, ContributorPhysician-scientist, conducted NIH-funded research on effects ...",https://www.huffingtonpost.com/entry/increasing-our-ability-to_2_b_6669458.html,Understanding that early life abuse harms both mental and physical health across one's lifespan is the first step to developing and implementing programs to reduce the extent of stress early in life that now exists.,2015-02-27
HEALTHY LIVING,7 Ways to Permanently Banish Belly Fat,"Mark Hyman, MD, ContributorPracticing physician",https://www.huffingtonpost.com/entry/7-ways-to-permanently-ban_b_6645086.html,"Numerous factors contribute to belly fat, but over my decades practicing medicine I've found when patients focus on these seven strategies they normalize insulin, lose that stubborn belly fat, and finally gain abundant health.",2015-02-27
HEALTHY LIVING,Rebranding Hoarding: Choice or Affliction?,"Ceci Garrett, ContributorFounder of Lightening the Load, faith-based hoarding support s...",https://www.huffingtonpost.com/entry/hoarding-mental-illness_b_6763606.html,"Mental health disorders will likely never be ""sexy,"" but our view of them can be more favorable, more open to conversation, understanding, empathy, and mutual respect. We must rebrand these challenges as the afflictions they are so that those who need help can readily access it.",2015-02-27
HEALTHY LIVING,Proof That Employee Well-Being Is A Priority In 2015,Alena Hall,https://www.huffingtonpost.com/entry/employee-well-being_n_6763662.html,,2015-02-27
HEALTHY LIVING,Do You Really Need To Cool Down After A Workout?,Sarah Klein,https://www.huffingtonpost.com/entry/workout-cool-down_n_6762012.html,,2015-02-27
HEALTHY LIVING,You Know Everything About Nutrition. So Why Are You Still Overeating?,"Jenn Hand, ContributorHelping women overcome emotional and binge eating one meal at ...",https://www.huffingtonpost.com/entry/you-know-everything-about-nutrition-so-why-are-you-still-overeating_b_6762092.html,"Can you find the happy medium between what's ""healthy"" and what's not? It's important to find your balance in the food realm. You need to allow yourself to eat the ""bad"" things sometimes and have it be okay. That takes some practice, but giving yourself the permission is half the battle.",2015-02-27
HEALTHY LIVING,Habit Stacking: How to Build New Habits by Taking Advantage of Old Ones,"James Clear, ContributorEntrepreneur, weightlifter, and travel photographer at http://...",https://www.huffingtonpost.com/entry/what-is-habit-stacking_b_6738954.html,"You have patterns and behaviors that have been strengthened over years. By linking your new habits to a cycle that is already built into your brain, you make it more likely that you'll stick to the new behavior.",2015-02-27
HEALTHY LIVING,A Monthlong Celebration of Our Yearlong Devotion,"Nancy Brown, ContributorCEO, American Heart Association",https://www.huffingtonpost.com/entry/a-monthlong-celebration-f_b_6761712.html,"Throughout February, in communities across the country, millions of supporters have been coming together, wearing red, and reinforcing the critical message that we can overcome heart disease and stroke.",2015-02-27
HEALTHY LIVING,Surprising Racial Disparities Found In Flu Vaccine Rates,Anna Almendrala,https://www.huffingtonpost.com/entry/flu-vaccination-racial-disparity_n_6756204.html,,2015-02-27
HEALTHY LIVING,Let Go Of Stress By Letting Go Of A Grudge,Lindsay Holmes,https://www.huffingtonpost.com/entry/mequilibrium-stress-tips_n_6751302.html,,2015-02-27
HEALTHY LIVING,"Work Smarter, Not Harder by Breaking Your Counterproductive Bad Habits","Amy Morin, ContributorPsychotherapist and author of '13 Things Mentally Strong Peopl...",https://www.huffingtonpost.com/entry/breaking-bad-habits_b_6751618.html,"While ignoring your bad habits may help you feel good initially, that avoidance will eventually catch up to you. When you don't address the unproductive and unhealthy things you're doing alongside your good habits, you'll stagnate.",2015-02-27
HEALTHY LIVING,Spice Up Nutrition Month With the Peruvian Superfoods Diet,"Manuel Villacorta, ContributorRegistered Dietitian Nutritionist. Speaker. Author. Founder of...",https://www.huffingtonpost.com/entry/spice-up-nutrition-month-_b_6753658.html,"The Peruvian diet has an extraordinary number of superfoods, enough to rival the widely touted Mediterranean diet.",2015-02-27
HEALTHY LIVING,Why You Should Daydream More (In 3 Minutes),"Kayla Matthews, ContributorHuffington Post blogger",https://www.huffingtonpost.com/entry/why-you-should-daydream-more-in-3-minutes_b_6763450.html,"Accept your daydreams and try not to constantly push them away. Sometimes, they can help you through an issue, or at least give you a break from the challenges that have you stumped.",2015-02-27
HEALTHY LIVING,Get Your Nutrition Information Here!,"Krista Yoder Latortue, ContributorExecutive Director, Family Food",https://www.huffingtonpost.com/entry/get-your-nutrition-inform_b_6663332.html,,2015-02-26
HEALTHY LIVING,Good and Bad News About BPA,"Michael Green, ContributorExecutive Director, Center for Environmental Health",https://www.huffingtonpost.com/entry/post_9029_b_6664988.html,,2015-02-26
HEALTHY LIVING,Vaccines and 3-Parent Babies: Why People No Longer Trust Their Doctors,"Dr. Peter Klatsky, ContributorPhysician & Fertility Specialist",https://www.huffingtonpost.com/entry/vaccines-and-3-parent-babies-why-people-no-longer-trust-their-doctors_b_6606808.html,"We need to re-engage Americans and win back their trust in science, evidence based medicine, and our medical system so they don't fear life saving treatments like vaccines. Describing doctors making, ""Three Parent Babies"" fosters skepticism about those dedicated to fighting to cure and prevent disease.",2015-02-26
HEALTHY LIVING,New Approaches for Breast Tumor Diagnostics: Epigenetic Profiles,"Adam Marsh, ContributorAssociate Professor, University of Delaware",https://www.huffingtonpost.com/entry/new-approaches-for-breast_b_6633976.html,The power of epigenetic-based diagnostics and prognostics is exponentially growing with expanding medical research.,2015-02-26
HEALTHY LIVING,More American Children Are Doing Yoga Than Ever Before,,https://www.huffingtonpost.com/entry/more-us-children-doing-_n_6764030.html,,2015-02-26
HEALTHY LIVING,5 New Ways to Treat New and Old Acne Scars,"Margo Weishar, ContributorDermatologist",https://www.huffingtonpost.com/entry/5-new-ways-to-treat-new-a_b_6763986.html,In recent years the options for treating acne scars have expanded with new and exciting technology that can treat even old scars with minimal downtime.,2015-02-26
HEALTHY LIVING,A Look Behind the Bedroom Door at What's Causing Your Low Libido,"Anita H. Clayton, MD, ContributorInterim Chair, Department of Psychiatry & Neurobehavioral Scie...",https://www.huffingtonpost.com/entry/a-look-behind-the-bedroom_b_6761958.html,,2015-02-26
HEALTHY LIVING,Grief: 6 Reasons to Give Yourself a Hall Pass,"Gloria Horsley, ContributorPsychotherapist, Grief Expert",https://www.huffingtonpost.com/entry/grief-6-reasons-to-give-yourself-a-hall-pass_b_6761948.html,"Many of the physical symptoms of grief mimic the flu -- body aches, headaches, nausea, exhaustion. You wouldn't feel guilty saying no if you had the flu, so don't feel guilty now.",2015-02-26
